comment_id,author,time,likes_count,text,parent_id,video_id
UgyN7LovfNLyiCiYq4h4AaABAg,@gkauto1959,1717905358.371564,3,"The kids rejected the common core, I would know, taught science for over 30 yrs and saw it all, yes kids will mis behave, but only when they are bored, and the common core was a good idea that ignored wether it would appeal to the kids, or even make sense to anyone! Eventually it became the darling of the testing community, with their endless tests THAT HAD NOTHING TO DO WITH THE CURRICULUM TAUGHT IN THE CLASS! We studied space science, acceleration, newtons 3 laws of motion, etc and those damn tests covered OTHER scientific topics outside of what we did all year!   They told us what to teach and then tested on something else, of course the kids did horribly, but the testing community likes that all our kids are left behind so THEY CAN SELL US MORE OF EVERYTHING!!   Get rid of the testing mafia that currently chokes the life out of our schools, we can do much better for our kids than subject them to endless testing!",,XlnspY2wOVw
Ugz7KKAF0-41xDFl0l54AaABAg,@jahnwarnermedia,1739073323.669383,3,we did great before integration,,XlnspY2wOVw
UgxlywBFIdSiE-iPLUl4AaABAg,@jimw7550,1739073323.670916,3,I received a good education in public schools before the Department of Education existed.  I lived in northeast Louisiana.  Federal interference began after I had graduated.,,XlnspY2wOVw
Ugz9UGIe5Zi1h2kz6Yp4AaABAg,@williamparker1085,1717905353.741351,3,our kids today barely know how to hold a pen,,XlnspY2wOVw
UgyNnusQaWPNpg_nVoZ4AaABAg,@reystudio4317,1720497337.173245,3,"Alongside the points presented in the video. I wanna add one point:
1. lack of critical thinking 
This happens especially in the non-stem field. The students on these fields are actually just absored what their activist teachers say. They are limited experience in the real world and they are blind to some fact and truth in the real world.",,XlnspY2wOVw
Ugy1pR_Tf1qcFeIsKH94AaABAg,@samplautz5586,1717905346.687735,3,"My mom worked a second job at night, about 8-12 hours extra per week, in order to put me through private school for middle school to high school. I am so incredibly grateful for that",,XlnspY2wOVw
UgwNWBs_yN3lUQMQVP54AaABAg,@deepsy4587,1717905353.736987,3,Education is the key to success but reading God's Bible is quicker to success.......,,XlnspY2wOVw
UgzCNQQlcDsicOIKvmx4AaABAg,@oliviaelderberry9423,1717905353.732222,3,"I think the reason schools are failing is because schools are not currently teaching these generations. You can't teach 21st century kids the same way kids were raised in the 20th century. They need to put kids who learn similar in the same class. They need to involve physical learning. And explain things simply. And teach kids in a way that makes sense.
EXAMPLE: I heard a story about a kid in class that could not write a essay on a piece of literature because he couldn't get it. So the teacher asked him to write a detailed essay on a comic. So he did and nailed it. The teacher essentially used what the kid understood (comics) in order to teach him to understand literature. Because he learned to write an essay on something he understood before writing an essay on literature. The education system needs to bring learning to life in a way that inspires kids to work hard and learn.",,XlnspY2wOVw
UgwzIhnegMDNTEzL_j54AaABAg,@CherFars,1717905358.884055,3,Teachers not allow to teach. Now the politicians and their political correct crap telling what you can and can't teach. Why the 90 scores now are in the 30's.,,XlnspY2wOVw
UgyAhYuqGAssVeVQ6D94AaABAg,@teriw56,1717905342.594901,2,"“Governments don't want a population capable of critical thinking, they want obedient workers, people just smart enough to run the machines - George Carlin",,XlnspY2wOVw
UgxsNXX7dv14WaOXIax4AaABAg,@themineralmonsters,1731124530.81174,2,"Stop pushing kids to learn beyond what they want. Basic foundation, creativity, and building community, self-esteem, and showing several different career pathways early.",,XlnspY2wOVw
Ugy5B8ZUdtVMEmOD0Hp4AaABAg,@deadRussian824,1717905348.558807,2,America is trash,,XlnspY2wOVw
UgweeWxBGq89mVRoZYR4AaABAg,@Hemingway308,1717905357.556783,2,Cultural Marxist indoctrination centers funded by the oblivious sheep.,,XlnspY2wOVw
Ugx9BDW_INIy1s1IgQh4AaABAg,@user-chumbuck3t,1725854133.664812,2,"Not just in the US, here in the Philippines; half of my classmates don't even know how to read sentences and write em, they'll copy note letter from letter... Most of em cuts class and don't even do activities and the teachers being afraid of their reputation getting destroyed just cause a student isn't passing they give them a passing grade... Them teachers are unreal😂",,XlnspY2wOVw
UgwwOX5JvoVUhcTA4ed4AaABAg,@GaryGeiser-m5g,1744170922.422371,2,TWO WORDS: SMART PHONE,,XlnspY2wOVw
UgzNiOINO44OkF83QgR4AaABAg.A0WAkDTTvy-A8A5QFayszG,@SpocksCat,1728446147.704237,2,"I wouldn't want US students to have Asian countries' academic performance if it comes at the cost of their childhoods and identity. Top students in the US already deal with excessive stress and exhaustion to get into top colleges, I don't want the whole country to be that imbalanced and unhealthy. It would make me really sad if US students were going to cram schools and being completely consumed studying morning-to-night like in East Asian countries.",,XlnspY2wOVw
Ugw9iQ3rU90Q_30PFNF4AaABAg,@justinriquier7689,1717905350.985135,2,It's all democratic run establishments that's why it's failing and so many crimes in our schools teaching crap define this define that go back to the basics of actual schooling leave your crap views out of our kids lives let them decide what he or she is and wants to do with there life period,,XlnspY2wOVw
UgwSX4h-rY35eiQO3Lh4AaABAg,@HarleyHutson,1746762922.107629,2,"cough easy, they spend 3x more on military then education...  expect stupid ppl    LOL",,XlnspY2wOVw
UgzqNxbXotLFergB_xt4AaABAg,@vivektulja4516,1720497337.167665,2,We are inserting politics into everything and it is poisoning everything we do.,,XlnspY2wOVw
UgyoATfihDdign-I4cx4AaABAg,@uria702,1717905357.546371,2,"If you have trouble defining what a woman is and ascertaining pronouns, you’re not gonna do well at math which requires logic and reasoning",,XlnspY2wOVw
UgxUXXw76pp4m1_KAGN4AaABAg,@jonathanjochem7289,1717905342.225586,2,Let's ignore the Elephant in the Room.   The kids are stupid.  Intelligent people stopped having babies decades ago.  The children of morons are predominantly morons.  Stopped throwing good money after bad.,,XlnspY2wOVw
UgxYK0LfE8bEhez5Kyh4AaABAg,@FelicityRai,1720497336.140289,2,Cause everyone wants to open only fan account when they grow up 😂😂😂😂😂,,XlnspY2wOVw
UgzVipuFi9rjCHnolAJ4AaABAg,@jeffmedina6761,1733716529.455811,2,The American education system is broken because America itself has fallen apart,,XlnspY2wOVw
UgzwtW-CAme6dnR7gHp4AaABAg.9z2fk2o4HmI9zAkyUSiWaH,@zoy13,1717905356.220193,2,lol,,XlnspY2wOVw
Ugyqv3-c5pwvCqVqCFp4AaABAg.9ziwYsOb6_09zrPS_j-byK,@Liberalcali,1717905354.625887,2,Have you tried common core? It’s crazy confusing,,XlnspY2wOVw
UgxOdjfPx6Rn2HgsVWB4AaABAg,@akj3388,1720497336.134192,2,"There is no culture in America. That's why it's failing. There is no respect towards education, teachers, books... Sexual education is introduced as soon as you are born.. There is no discipline in school students... it's got to fail..",,XlnspY2wOVw
UgyPZq0uLwG2QNG1w_F4AaABAg,@REV1517,1717905350.169576,2,The reason everything is failing is because the nation lowered it's standards. It was more important to be inclusive then it was to educate. Feelings became more important then facts.,,XlnspY2wOVw
UgyfgE2r-feI2982dWR4AaABAg.9ym7Py3TVb7ABaMHKRoIVN,@tr_4600,1733716556.834326,2,This was taught prior to common core. Once pacing guides and new standards were set up those things were cut due to lack of time. Also many young students are now used to short quick lessons and moving on. They no longer have the stamina to sit through long explanation and practice of tools and they don't see an incentive to those practices. Even though as you said they will some day find it useful.,,XlnspY2wOVw
Ugyilcpbkj4mabNu91V4AaABAg,@PetarraTimothy,1739073324.559958,2,As a teacher I can tell you common core is a joke. it doesn't make sense. we need to get rid of no child left behind and get rid of teachers unions. the woke garbage you learn in college courses doesn't help you be a better teacher.,,XlnspY2wOVw
Ugwtr1LNCAu03jJQ1eF4AaABAg.9za34yl8Alo9zdVJyRwAy7,@HealthcareDecade,1717905355.268852,2,Kids in Pakistan are so much better.,,XlnspY2wOVw
Ugxe4tuKP9glkJQ86qp4AaABAg,@RalphFDM,1723175733.683843,2,"Because conservatives and extremists are meddling in education of students, by banning books that is against their narrative.",,XlnspY2wOVw
UgyS5rR1ZRULP7DoqVp4AaABAg,@radjedi2010,1717905343.219869,2,"The biggest reason is that a majority of kids are lazy and entitled, and parents aren’t parenting. Couple that with smartphones, abysmal teacher pay, culture wars, and some other factors, and there you go.",,XlnspY2wOVw
UgxIlaqlxDQTAL1e7a14AaABAg,@bikemike9789,1733716528.244111,2,"Keeping people uneducated is a well known means of the powerful to stay in power. Or get in power, see D. Trump. He wants to get rid of the dep of education. Uneducated people cannot think for themselves, they follow the demagogues.",,XlnspY2wOVw
UgyhWdoBGG5b2vZ8U654AaABAg,@sonnysun6536,1717905352.425232,2,Why don’t we integrate some effective education systems from abroad into our education ?,,XlnspY2wOVw
Ugyg7Ua_o9yX3WH0wQ54AaABAg,@guitar-phantom,1717905354.16964,2,The schools are dumbed down to accommodate the MILLIONS of MIGRANTS from THIRD WORLD countries that have low literacy rates.,,XlnspY2wOVw
Ugxut1XZbg5vsr0Ty5J4AaABAg,@davidrobertson4332,1720497336.148157,2,"I grew up in the 80's and heard the education system was brokern and they made movies about, then as young adult in the 90's people said the education system was broken and they movies about, in the 2000's it was broken, in 2010 it was broken .....",,XlnspY2wOVw
UgyK6y1wgto4Tiuu5rd4AaABAg.A-QbF_mJPMbA-R0gp2ZWcS,@albertgreen8347,1717905351.608357,2,This is the most wrong thing anyone has ever said.  Public schools have been taken over by atheists.  They have removed all hints of religion and teaching boys to become girls.  Sorry but that's certainly not in the bible.,,XlnspY2wOVw
UgzwtW-CAme6dnR7gHp4AaABAg,@shashashasha4239,1717905355.997178,2,It’s because of black people,,XlnspY2wOVw
UgxVpTOJGcj497vmaBJ4AaABAg,@omarsharifi2587,1717905347.063497,2,It teaches kids how to give up on their dreams and be mindless Corporate robots working 9-5 more than actually being kids & setting them up for a successful future.,,XlnspY2wOVw
Ugy3vmbpd89hBp_lCC94AaABAg,@cathyreddy6297,1717905352.431704,2,"The wages should be as followed;
Pre kindergarten- 50,797.00 per year salary
Kindergarten- 70,687.00 salary in trust
1sr and 2nd grades - 70,689.00
3rd-5th grades- 50,876.00
6th and 7th grades- 51, 655.00
8th and 9th grades- 30,995.00
10th through senior 11th- 121,360.00
12th senior and pre- training college(13th) 121,365.00!!!!

Please use these numbers and put them forward in the system cares!  Thanks",,XlnspY2wOVw
Ugx6V-K8FFsn4AOtCnZ4AaABAg.A5aqkdP3QcUA5qW2A_yngG,@KomericanMom,1723175736.428955,2,"Teachers and schools don’t do that. They rarely have a time to go to bathroom. Stop falling for propaganda by extreme right wing nut jobs. From where do kids learn sexuality or so-called left wing politics? Social media. Never from schools or teachers. 
It does not matter whether you are right wing or left wing. When you become extreme, you are equally ignorant.",,XlnspY2wOVw
UgxpmGkaE4xsnOGMRHV4AaABAg,@judyostrom8972,1733716526.795973,2,"Schools fail children by allowing them to advance to the next grade when they have failed the last grade.  Both of m kids dropped out and got GED due to bullying, bully's need severe punishment, school should be a safe place for all kids!",,XlnspY2wOVw
UgywrH--Kqe8bW5tYpV4AaABAg,@breeinatree4811,1717905354.176453,1,"IMO the reason education is so bad in the USA is because we started to teach our children what to think, and not taught how to think.",,XlnspY2wOVw
Ugw3HXK2BZAmfhUTkQJ4AaABAg,@EnthusiasticTent-xt8fh,1717905354.156973,1,The system doesn't fail. The children fail and their parents blame the system.,,XlnspY2wOVw
Ugx7dw93s1geoyVZt3F4AaABAg,@BenHakak-dl5fg,1733716526.805634,1,The only thing my black daughter learn to in school is how to get money from the govt and complain about white people!!!!!,,XlnspY2wOVw
UgzAU0onAxINMvN9OMR4AaABAg,@Aaron_R,1725854131.954036,1,"Social security is supposed to supplement retirement income, not be the source. School is supposed to supplement a kids education, not be the primary source. Nothing can substitute good parenting, a stable/learning family life, and parents disciplining kids/supporting school discipline/rules. If parents and schools don't move in the same direction/work together, it doesn't work.",,XlnspY2wOVw
Ugz6M-nPtRJaY0hm5kV4AaABAg,@johngalt3940,1717905343.213163,1,So where is all the money in education going too if not teachers salary?,,XlnspY2wOVw
UgxDLqimoCvQCJMdP1t4AaABAg,@lyricalcomplexity,1717905350.163149,1,They act like they didn't know lol this was by design,,XlnspY2wOVw
Ugw3HXK2BZAmfhUTkQJ4AaABAg.9zl7AEaKooH9zsp1jTEY0i,@dfv671,1717905354.417113,1,So true.,,XlnspY2wOVw
UgxxMned6PjxAhuEI114AaABAg,@RichardMozuch-tf8ce,1720497337.181886,1,All you have to do is start with the teachers union,,XlnspY2wOVw
UgxvHOF40iOwvqDe3V54AaABAg,@briang.7206,1717905354.168365,1,My complaint they kept pushing me to take college prep courses. I wanted to learn a trade.,,XlnspY2wOVw
Ugyqs3l1Ctc4xGdYiWF4AaABAg,@rikmik3046,1720497337.182988,1,"Because you have morons running the country. On both sides. The fact that people believe in a mythological book, giants, and a flat earth is an unnerving situation.",,XlnspY2wOVw
UgyEOHYTVJ58PzrAvuJ4AaABAg,@brialapoint2608,1717905350.166614,1,I need to address the elephant in the room. Christian nationalism is bad for education. Take religion out of school.,,XlnspY2wOVw
UgwQg0WCrNHN7VVjUqt4AaABAg,@KathrynTanner-t8f,1733716526.228782,1,"Getting a bit of PTSD from just a few minutes of this.  Retired now, but when I was teaching, bureaucrats were ALWAYS buying into some scheme that would change schools for the better.  Of course they never worked.  For one thing, it took most of a term to impose the cursed Professional Development on us, so by the time we were actually ready to implement the scheme, the school year was about over.  A huge waste of time, and teachers' time is really at a premium.  No matter what, teachers are alwsys told to do more and more and more and if you have a problem, it's up to you to figure it out.  Don't get me started.",,XlnspY2wOVw
UgzMHA4dX8gfFxrFFnd4AaABAg,@arjay2002ph,1720497337.684207,1,"how about discipline at home by parents? unruly students is a hindrance between teacher and student. american kids don't respect their teachers. so they are dumb.
addtionally, US is beefing up its military strength. so, funds get allocated to it.",,XlnspY2wOVw
UgzMQNDRWaJ3vuZMvXl4AaABAg,@otsomaki4444,1717905343.217297,1,"Why the education system here in the US is failing cause we have a bunch of activists in our school especially in college level instead of they teaching math,science,English they teach how to become woke",,XlnspY2wOVw
UgxSBL7_Sr8g_9llTfZ4AaABAg.ABOurJeOEXWABrL3fkPWS2,@suporma-suporma,1736394927.607982,1,"What are other countries doing right?  Well, quite frankly, Americans can't be bothered to know that for the most part.  Along with a host of other good ideas from other countries, it's unamerican to follow them.",,XlnspY2wOVw
UgxEyi_KX1PtzISiKiR4AaABAg,@williamparker1085,1717905353.742383,1,we have the same kind of idiots running the system in my home land,,XlnspY2wOVw
UgwNsiqCriElBt3el9h4AaABAg,@jasonstewart3748,1723175735.181467,1,a student who goes to school to go to school to go retire at a school. They have 0 life experience.,,XlnspY2wOVw
UgxZ5Y0TkjVYh16G4F14AaABAg,@francovb2001,1717905343.223428,1,"Because parents  think that schools are a baby sitting environment for their unruly children and believe they know more than our teachers. Oh, and teachers not being enough.",,XlnspY2wOVw
UgyH4t0Ury2J-1NV9cF4AaABAg,@xtscarfacem8255,1720497337.687849,1,"Yeah, and now we have banned books. This is going to get worse.",,XlnspY2wOVw
Ugy6eN7DU2uqZbKzwc94AaABAg,@keithb6717,1717905354.165794,1,"The real reason schools are failing?
Liberal woke democrat controlled union.
80% women teachers.
Ideology instead of education.
What else would you expect except failure?",,XlnspY2wOVw
Ugz8G3KICdHbgqsz9c54AaABAg,@pueraeternus111,1733716526.811449,1,Democrats broke it through wokeism and pushing “equity” instead of meritocracy.,,XlnspY2wOVw
UgwN2aFTS6GYXffc1rl4AaABAg,@CheeseLasagna,1717905354.177481,1,"People, please don't forget that schools were designed to prepare kids to enter the workforce, not for life. John D Rockefeller funded $180 million back in 1902 to The General Education Board for one thing. Rockefeller put it best when he said, ""I don't want a nation of thinkers. I want a nation of workers""",,XlnspY2wOVw
UgwKzxkU_nSmCo4ye6l4AaABAg,@anomalytm05,1717905343.229944,1,"Oh, so common core is just standardized like the Asian countries? Then, they shouldn't have just implemented it for all years at once. That's the kind of thing you implement year by year... starting from the first graders and so on.",,XlnspY2wOVw
Ugx0HAGCiX4d3ocr0Hx4AaABAg,@happy......,1717905350.168133,1,Y1 students should be able to calculate 333-144 in thier heads........,,XlnspY2wOVw
UgztsEMXKkqIlORupcp4AaABAg,@khoiho6798,1720497337.680168,1,"Why? Coz American kids worry bout social media , materialistic crap, etc,,,, looks at there role model ! U wonder  why seriously !!!",,XlnspY2wOVw
Ugw6RvaxRJKXDP0xJ894AaABAg,@rhvoriginals3083,1717905354.152894,1,"Back when Reagan was President, a memo was found and disclosed, it called for the dumbing down of America. It reasoned stupid people would be as sheep: easily led and mislead. We look around at America today, and the liberal and the woke are demonstrative of that fact. They have strong beliefs from having been brainwashed, but if they’re challenged with facts, their beliefs crumble. They then resort to running away, name calling or falling silent. Their lies have no foundation in fact. They are as sheep. They were educated by Judas goats.",,XlnspY2wOVw
UgzBYr_iF9O7jIUokup4AaABAg,@jnielsen90,1733716526.808028,1,"It's a simple one word answer too that question ""Religions""",,XlnspY2wOVw
UgyCTvf3_4afFF3cOB54AaABAg,@jeffmisch1485,1717905350.174893,1,"It is failing because parents are lazy. The only thing parents are fighting for is the ability to burn books, and keeping trans girls off the court. Their are a lot more important issues facing kids. Pay teachers a decent salary to get the best people.",,XlnspY2wOVw
UgwPMzxHT88Ih3s1a8J4AaABAg,@thomasjohnson1959,1733716528.267413,1,Pay is not the only issue today. Teachers are stressed due to student behavior and total lack of interest. There is little or no support from parents or administration. Yet they are held responsible for results.,,XlnspY2wOVw
Ugz8pcA6nC1EE4oAqd14AaABAg,@garybarr1045,1731124530.813414,1,"I'm an 80-year-old who grew up primarily in California before Prop 5 destroyed their education system. Now California is near the bottom of the education systems in America. Very sad. Is money the only issue? No. But it is a primary issue. Everyone wants to talk about improving education, but no one wants to pay for it through higher teacher pay to make teaching a more respectable profession. I realize it is a very different world, but the learning process is fairly close to the same today as yesterday. There are no miracles to learning such as Common Core. Learning occurs when students are kept interested, engaged, and disciplined. It is not ""fun"" or ""rewarding."" It is arduous and enlightening. I don't know how many times I sat in both primary and secondary school thinking, ""What the hell are they talking about?"" But I was afraid to ask. I did eventually end up with two college degrees and a career in architecture.",,XlnspY2wOVw
UgyzEpsJiP_5aX2SLzh4AaABAg,@werewolflover8636,1720497336.152227,1,Kids today have no respect for authority. This 100% comes from a complete and total failure of parents to discipline their children and the general public for taking parents rights away from being able to do such! It’s only going to get worse with each passing generation and you all have no one to blame but yourselves!,,XlnspY2wOVw
Ugzwcp8JC4B4c72Ls6p4AaABAg,@edthewarpig,1717905350.981476,1,"Take away the woke madness that are trying to infiltrate in the minds of the kids and start teaching the basic math English, Spanish etc",,XlnspY2wOVw
UgyoLgqvY1LJWxlTXLp4AaABAg,@kojikatakura9916,1717905351.003641,1,"Firstly, individuals often choose to become teachers not solely due to a passion for the subjects they teach but rather because they aspire to be educators. It is essential to hire individuals with advanced degrees who genuinely enjoy engaging with the subject matter.

Secondly, students often consume unhealthy meals. I have observed school lunches being processed from cans and tubes, which is far from ideal. Investing in reforming the lunch system to provide both delicious and nutritious options is crucial.

Composed with help from ChatGPT",,XlnspY2wOVw
UgxbhJhsn2X5oHlkOSl4AaABAg,@VaderXkb,1728446130.834177,1,Its been broken 20y ago and im sure it was before then,,XlnspY2wOVw
UgwVyCyjpHgTxJKr7514AaABAg,@foxloop3785,1717905351.001586,1,Because you Americans praise on capitalism. Take notes from Scandinevians and start respecting social rights and reform us prisons,,XlnspY2wOVw
UgzLz6x0z9THXlq5GRp4AaABAg,@KarlBuckley-bw3vc,1720497336.145148,1,"Make all smartphones illegal at all schools, without that step, nothing else will work to educate kids.",,XlnspY2wOVw
UgwYjawFmo7UmygBIXp4AaABAg,@yudydacosta1021,1731124530.117296,1,The education fails because they make big deal about somenthing superficial they need to pay attention to how to stop toxic admins and staff,,XlnspY2wOVw
Ugz6el2hJ4xkwgL7yBB4AaABAg,@mariekatherine5238,1720497336.143616,1,"CC was a joke, just like every educational cure-all.  I’d been teaching for 30 years in 2009.  I ignored it and carried on with what I knew worked.",,XlnspY2wOVw
Ugy4V7fCtHiUmeMSpLN4AaABAg,@joer9276,1717905350.997067,1,"The education system in this country has been totally destroyed by these altruistic leftists that have no idea how to accomplish anything positive. Common core if it was simply a common core would be fine, but it was a complete butchering of how to teach.  They are trying to teach chidden how to understand how something can be applied before they get them to first understand the underlying principles, especially in math. The way they have tried teaching math is teaching them math in a way that is completely useless when you get into higher methods of mathematics such as differential equations and multi variable linear algebra. The wording of the math problems is atrocious, and they give children in 3rd grade problems that really can't be solved without algebra, which they are far from learning. This video is complete garbage!",,XlnspY2wOVw
UgzM2dIcJJw51PakXFt4AaABAg,@Farad-s1b,1728446130.81508,1,I blame capitalism for all this!,,XlnspY2wOVw
UgyWK5IGZ3GYhwMxOBp4AaABAg,@amyraszipovits810,1723175735.194573,1,"It's all about money. I attended schools in multiple districts. The one where property taxes were higher was the better district. This district also had less renters. The other school districts with more lower income families had less new technology, fewer teachers, and larger class sizes.",,XlnspY2wOVw
UgyScATlhcVAnvBpxaZ4AaABAg,@rajupodiyan3147,1728446130.816595,1,Is education a Justice issue 🏫,,XlnspY2wOVw
UgxVFKiMbVxFw14f6OB4AaABAg,@OneTrueKing23,1728446130.818026,1,"And since anyone can be teacher nowadays, they are destroying the future of this country",,XlnspY2wOVw
Ugxcftz-UBZLtZ7Wz894AaABAg,@Pencil-o1p,1720497336.142053,1,"After attending college in the US, I can safely say education here totally is a failure. I’m seriously considering not sending my future kids to school at all. They won’t learn anything but craps in school.",,XlnspY2wOVw
Ugwl8z9K0H1t3LbfloF4AaABAg,@Norma43299,1720497336.138521,1,"I have moved around inside and outside of the United States. The difference I saw in schools is that most teachers in the USA don't care about your education they read from a book and give you exercises from it without really trying to explain to you the process. That's why years ago people had a better education from the same schools you go now and kids don't know how to read. Because nowadays they want your kids to learn how to read in an app called IReady  and math from an app called math prodigy. Don't let them tell you it is the parents fault cause I have been in schools outside the United States and inside and I know what is really happening. And the reality is teachers don't care anymore. There is no creativity, no passion, no love.",,XlnspY2wOVw
UgySf_urjLR_A9sPSAp4AaABAg,@Hazendal777,1728446130.823562,1,Ask   klaus   schwab   wef   😢,,XlnspY2wOVw
UgxNAtww12V6X6QxabJ4AaABAg,@michaelveis4985,1728446130.824821,1,Schools have already failed our kids.,,XlnspY2wOVw
Ugx6V-K8FFsn4AOtCnZ4AaABAg,@bofuthereturn,1720497336.136507,1,stop indoctrination of children with left wing politics and stick to reading writing and math. there is no fcking reason why kids should be learning about useless crap like transgender bathrooms and why career criminals get shot by the police.,,XlnspY2wOVw
